"","X","Name","High.Degree","Longitude","Latitude","Applicants","Admissions","Enrolled","SAT.Reading.25","SAT.Reading.75","SAT.Math.25","SAT.Math.75","ACT.25","ACT.75","Percent.Admitted","Tuition","Tuition.Instate","Tuition.Outstate","State","Region","Control","TEnrollment","Percent.Women","Pecent.Instate","Percent.Outstate","Percent.Foreign","GradRate.4yr","Percent.Finan.Aid"
"1297",1297,"Schreiner University","Master's degree",-99.131076,30.03108,894,828,299,430,540,450,550,19,24,93,22484,35509,35509,"Texas","Southwest","Private not-for-profit",1065,57,99,1,0,35,100
"1298",1298,"St Mary's University","Doctor's degree",-98.564307,29.451793,5147,2997,596,470,570,480,580,21,24,58,25126,38192,38192,"Texas","Southwest","Private not-for-profit",2393,56,87,8,5,33,98
"1299",1299,"Southern Methodist University","Doctor's degree",-96.784855,32.845254,12080,6125,1431,600,690,620,700,27,31,51,43800,61355,61355,"Texas","Southwest","Private not-for-profit",6357,51,39,56,4,67,76
"1300",1300,"Southwestern Assemblies of God University","Master's degree",-96.85315,32.405477,2057,717,344,NA,NA,NA,NA,NA,NA,35,17830,31802,31802,"Texas","Southwest","Private not-for-profit",1700,52,NA,NA,NA,14,99
"1301",1301,"Southwestern University","Bachelor's degree",-97.664637,30.635194,3546,1850,491,520,640,540,640,22,29,52,35240,48080,48080,"Texas","Southwest","Private not-for-profit",1535,57,88,9,3,65,100
"1302",1302,"Stephen F Austin State University","Doctor's degree",-94.58546,31.58562,11383,6474,2253,430,540,460,550,19,24,57,8412,22948,33568,"Texas","Southwest","Public",11006,63,NA,NA,NA,23,86
"1303",1303,"Texas State University","Doctor's degree",-97.936392,29.889202,18939,14219,5181,460,560,480,570,21,25,75,8060,19620,28824,"Texas","Southwest","Public",31005,56,98,2,0,30,75
"1304",1304,"Southwestern Adventist University","Master's degree",-97.328511,32.397136,1326,715,172,420,550,410,540,17,22,54,18640,29602,29602,"Texas","Southwest","Private not-for-profit",791,58,NA,NA,NA,22,100
"1305",1305,"Southwestern Christian College","Bachelor's degree",-96.286747,32.735778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7620,15085,15085,"Texas","Southwest","Private not-for-profit",172,48,68,22,10,NA,99
"1306",1306,"Sul Ross State University","Master's degree",-103.65007,30.363418,1638,855,310,360,490,380,500,15,21,52,5436,18556,27052,"Texas","Southwest","Public",2003,56,97,3,0,14,94
"1307",1307,"Tarleton State University","Doctor's degree",-98.22008,32.215665,6223,3536,1617,430,530,450,550,19,23,57,5856,17964,26460,"Texas","Southwest","Public",11348,60,NA,NA,NA,22,86
"1308",1308,"Texas A & M University-Kingsville","Doctor's degree",-97.882342,27.524852,6488,5716,1255,380,490,410,520,16,21,88,6940,20423,31043,"Texas","Southwest","Public",9430,54,NA,NA,NA,18,95
"1309",1309,"Texas A & M University-Galveston","Doctor's degree",-94.818532,29.315257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texas","Southwest","Public",NA,NA,NA,NA,NA,NA,NA
"1310",1310,"Texas A & M University-College Station","Doctor's degree",-96.340322,30.613226,31387,21803,10241,520,630,550,660,23,29,69,8506,21051,37671,"Texas","Southwest","Public",44072,48,95,4,1,49,79
"1311",1311,"The University of Texas at Arlington","Doctor's degree",-97.115087,32.728437,10679,6405,2713,460,580,500,620,20,26,60,8878,22234,30730,"Texas","Southwest","Public",25690,56,NA,NA,NA,17,79
"1312",1312,"The University of Texas at Austin","Doctor's degree",-97.737279,30.284733,38161,15335,7249,550,670,590,710,25,31,40,9798,26156,50200,"Texas","Southwest","Public",39979,52,89,7,3,51,63
"1313",1313,"The University of Texas at Dallas","Doctor's degree",-96.748371,32.989432,8750,5125,2233,550,670,600,700,25,31,59,10864,24784,39958,"Texas","Southwest","Public",13049,43,NA,NA,NA,46,84
"1314",1314,"The University of Texas at El Paso","Doctor's degree",-106.50356,31.771697,6240,6228,3033,390,500,420,530,17,22,100,7255,21399,33319,"Texas","Southwest","Public",19696,54,92,2,5,12,86
"1315",1315,"The University of Texas at Tyler","Doctor's degree",-95.249096,32.314724,2104,1726,704,470,560,490,598,21,25,82,7222,21222,31842,"Texas","Southwest","Public",5591,57,97,1,1,27,83
"1316",1316,"Texas Christian University","Doctor's degree",-97.361537,32.709568,18551,8791,1936,540,620,550,650,25,29,47,36590,50720,50720,"Texas","Southwest","Private not-for-profit",8640,60,45,51,4,59,75
"1317",1317,"Texas College","Bachelor's degree",-95.312259,32.374185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10008,21008,21008,"Texas","Southwest","Private not-for-profit",971,39,83,17,0,4,95
"1318",1318,"Texas Lutheran University","Master's degree",-97.984601,29.573274,1734,882,346,450,560,480,580,20,25,51,25890,37620,37620,"Texas","Southwest","Private not-for-profit",1329,52,97,3,0,31,100
"1319",1319,"The University of Texas of the Permian Basin","Master's degree",-102.329634,31.889509,1007,846,276,450,550,475,570,19,23,84,5250,16749,25173,"Texas","Southwest","Public",4246,59,94,5,2,13,92
"1320",1320,"The University of Texas at San Antonio","Doctor's degree",-98.621386,29.582418,15239,11165,4493,450,570,490,590,20,25,73,7457,20598,29172,"Texas","Southwest","Public",24342,47,96,2,2,10,84
"1321",1321,"Texas Southern University","Doctor's degree",-95.361961,29.722468,9746,4389,1110,370,450,380,470,15,19,45,7946,24566,35186,"Texas","Southwest","Public",6288,59,86,13,1,6,95
"1322",1322,"Texas Tech University","Doctor's degree",-101.876917,33.580309,19170,12709,4785,490,590,520,620,22,27,66,7517,21601,30097,"Texas","Southwest","Public",27044,44,94,5,1,33,75
"1323",1323,"Texas Wesleyan University","Doctor's degree",-97.279631,32.733314,3336,998,273,460,550,480,540,19,22,30,22040,35454,35454,"Texas","Southwest","Private not-for-profit",1724,51,65,3,32,15,98
"1324",1324,"Texas Woman's University","Doctor's degree",-97.129088,33.227002,4431,3812,1161,410,530,430,540,17,23,86,7339,18259,28885,"Texas","Southwest","Public",9515,89,99,1,0,22,93
"1325",1325,"Trinity University","Master's degree",-98.482577,29.46286,4505,2880,534,560,690,590,680,26,31,64,34678,48630,48630,"Texas","Southwest","Private not-for-profit",2161,52,68,23,9,72,94
"1326",1326,"Wayland Baptist University","Master's degree",-101.729564,34.186673,581,573,348,400,510,410,530,17,23,99,12550,23410,23410,"Texas","Southwest","Private not-for-profit",4515,50,NA,NA,NA,21,96
"1327",1327,"West Texas A & M University","Doctor's degree",-101.9158,34.981996,4632,3429,1308,420,540,440,540,19,24,74,6500,19154,19874,"Texas","Southwest","Public",6906,55,88,11,1,25,90
"1328",1328,"Wiley College","Bachelor's degree",-94.376821,32.537646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11382,21598,21598,"Texas","Southwest","Private not-for-profit",1388,56,53,38,8,7,100
"1329",1329,"Brigham Young University-Provo","Doctor's degree",-111.649281,40.250851,11423,5645,4427,570,680,580,680,26,31,49,4850,17496,17496,"Utah","Rocky Mountains","Private not-for-profit",27765,46,NA,NA,NA,31,67
"1330",1330,"Brigham Young University-Hawaii","Bachelor's degree",-157.925358,21.641172,2664,960,516,470,590,480,580,21,26,36,4770,16564,16564,"Hawaii","Far West","Private not-for-profit",2882,56,NA,NA,NA,28,78
"1331",1331,"Dixie State University","Bachelor's degree",-113.565894,37.103875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4291,19743,27759,"Utah","Rocky Mountains","Public",8350,53,78,19,3,8,87
"1332",1332,"Southern Utah University","Master's degree",-113.070146,37.674617,8318,4749,1272,470,570,460,580,20,26,57,5924,19082,31060,"Utah","Rocky Mountains","Public",7017,55,72,21,5,22,88
"1333",1333,"Stevens-Henager College-Ogden","Bachelor's degree",-112.011617,41.232847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16100,NA,NA,"Utah","Rocky Mountains","Private not-for-profit",320,60,NA,NA,NA,100,96
"1334",1334,"Stevens-Henager College of Business-Provo","Bachelor's degree",-111.713264,40.269691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16972,NA,NA,"Utah","Rocky Mountains","Private not-for-profit",351,54,100,0,0,34,100
"1335",1335,"Utah State University","Doctor's degree",-111.81391,41.740748,9052,8757,3824,480,610,490,630,20,27,97,6030,17720,29240,"Utah","Rocky Mountains","Public",24385,54,71,26,2,25,81
"1336",1336,"Utah Valley University","Master's degree",-111.717058,40.278512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5086,NA,NA,"Utah","Rocky Mountains","Public",30370,44,85,13,1,7,74
"1337",1337,"University of Utah","Doctor's degree",-111.846044,40.762484,11354,9281,3124,483,620,500,648,21,27,82,7457,21920,38199,"Utah","Rocky Mountains","Public",24492,45,69,24,7,24,64
"1338",1338,"Weber State University","Master's degree",-111.94484,41.19258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4990,19242,27563,"Utah","Rocky Mountains","Public",24498,53,NA,NA,NA,14,82
"1339",1339,"Westminster College","Master's degree",-111.855553,40.731495,2461,1850,449,500,610,500,610,22,28,75,29500,42108,42108,"Utah","Rocky Mountains","Private not-for-profit",2295,55,55,41,0,43,96
"1340",1340,"Bennington College","Master's degree",-73.237498,42.92004,1130,733,140,NA,NA,NA,NA,NA,NA,65,45080,61920,61920,"Vermont","New England","Private not-for-profit",619,65,NA,NA,NA,58,95
"1341",1341,"Burlington College","Master's degree",-73.228181,44.49117,199,165,45,NA,NA,NA,NA,NA,NA,83,22885,35500,35500,"Vermont","New England","Private not-for-profit",220,48,NA,NA,NA,0,86
"1342",1342,"Castleton State College","Master's degree",-73.181486,43.607982,2251,2072,480,420,520,430,540,17,23,92,10286,21828,35556,"Vermont","New England","Public",2068,52,65,33,2,34,90
"1343",1343,"Champlain College","Master's degree",-73.204354,44.47295,5047,3573,594,500,620,490,620,22,28,71,31350,46850,46850,"Vermont","New England","Private not-for-profit",2898,40,18,80,2,50,93
"1344",1344,"Goddard College","Master's degree",-72.437252,44.27912,4,4,2,NA,NA,NA,NA,NA,NA,100,14930,17018,17018,"Vermont","New England","Private not-for-profit",209,65,0,100,0,29,57
"1345",1345,"Green Mountain College","Master's degree",-73.241107,43.517134,773,584,136,NA,NA,NA,NA,NA,NA,76,32192,45988,45988,"Vermont","New England","Private not-for-profit",590,55,NA,NA,NA,31,98
"1346",1346,"Johnson State College","Master's degree",-72.671154,44.641736,864,837,225,430,540,410,530,15,23,97,10286,21774,33438,"Vermont","New England","Public",1486,64,75,25,0,17,92
"1347",1347,"Lyndon State College","Master's degree",-72.024563,44.53433,1354,1345,365,410,520,400,530,18,21,99,10286,21744,32400,"Vermont","New England","Public",1415,44,52,48,1,18,96
"1348",1348,"Marlboro College","Master's degree",-72.736552,42.839603,232,176,47,NA,NA,NA,NA,NA,NA,76,38110,51590,51590,"Vermont","New England","Private not-for-profit",260,49,13,87,0,50,98
"1349",1349,"Middlebury College","Doctor's degree",-73.176068,44.009117,8847,1518,598,630,740,640,740,31,33,17,45314,59470,59470,"Vermont","New England","Private not-for-profit",2495,51,NA,NA,NA,87,45
"1350",1350,"Norwich University","Master's degree",-72.660129,44.139402,3081,1956,599,470,570,480,590,21,26,63,33371,49655,49655,"Vermont","New England","Private not-for-profit",2456,28,NA,NA,NA,51,100
"1351",1351,"Saint Michael's College","Master's degree",-73.163136,44.494212,4431,3328,512,530,650,530,640,23,28,75,39015,50920,50920,"Vermont","New England","Private not-for-profit",1998,55,NA,NA,NA,69,99
"1352",1352,"SIT Graduate Institute","Master's degree",-72.56738,42.891035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vermont","New England","Private not-for-profit",0,NA,NA,NA,NA,NA,NA
"1353",1353,"College of St Joseph","Master's degree",-73.007033,43.599777,183,125,33,335,500,370,485,16,18,68,21100,33700,33700,"Vermont","New England","Private not-for-profit",176,52,64,36,0,13,96
"1354",1354,"Southern Vermont College","Bachelor's degree",-73.21866,42.867031,336,334,93,400,490,390,490,16,20,99,22000,35500,35500,"Vermont","New England","Private not-for-profit",480,62,NA,NA,NA,28,99
"1355",1355,"Sterling College","Bachelor's degree",-72.382372,44.65225,49,46,20,NA,NA,NA,NA,NA,NA,94,29894,41092,41092,"Vermont","New England","Private not-for-profit",116,48,NA,NA,NA,28,100
"1356",1356,"Vermont Technical College","Bachelor's degree",-72.605179,43.939321,568,469,194,410,520,430,530,16,21,83,12494,24282,34794,"Vermont","New England","Public",1543,42,74,21,5,29,94
"1357",1357,"University of Vermont","Doctor's degree",-73.198128,44.479262,22381,17357,2495,540,640,540,650,24,29,78,15718,28886,49814,"Vermont","New England","Public",10912,56,24,74,1,65,94
"1358",1358,"Averett University","Master's degree",-79.413214,36.577273,2356,1491,241,420,520,420,530,17,22,63,27500,39124,39124,"Virginia","Southeast","Private not-for-profit",877,50,NA,NA,NA,18,100
"1359",1359,"Bluefield College","Master's degree",-81.244879,37.245681,1042,597,118,390,500,410,510,16,21,57,22390,35560,35560,"Virginia","Southeast","Private not-for-profit",837,55,NA,NA,NA,38,100
"1360",1360,"Bridgewater College","Bachelor's degree",-78.969011,38.378391,5401,2967,536,460,560,470,570,20,25,55,29090,43310,43310,"Virginia","Southeast","Private not-for-profit",1848,55,NA,NA,NA,52,100
"1361",1361,"College of William and Mary","Doctor's degree",-76.709395,37.27195,14046,4665,1479,640,740,630,720,28,32,33,15463,28329,51306,"Virginia","Southeast","Public",6271,55,63,32,4,83,53
"1362",1362,"Regent University","Doctor's degree",-76.192844,36.800929,1238,1054,231,500,630,460,570,19,25,85,15838,28368,28368,"Virginia","Southeast","Private not-for-profit",2400,61,NA,NA,NA,21,100
"1363",1363,"Christopher Newport University","Master's degree",-76.486978,37.061502,7016,4141,1276,540,630,530,620,23,28,59,11092,25808,35708,"Virginia","Southeast","Public",5094,57,91,7,0,50,75
"1364",1364,"Emory & Henry College","Master's degree",-81.831737,36.772543,1663,1093,267,430,560,450,560,18,25,66,28966,41866,41866,"Virginia","Southeast","Private not-for-profit",936,48,57,42,1,33,100
"1365",1365,"Eastern Mennonite University","Master's degree",-78.876077,38.478611,1073,698,232,433,568,430,560,18,25,65,29350,41500,41500,"Virginia","Southeast","Private not-for-profit",1184,65,60,36,3,50,99
"1366",1366,"Ferrum College","Bachelor's degree",-80.020864,36.926648,3272,2425,569,390,490,390,490,14,20,74,28585,40627,40627,"Virginia","Southeast","Private not-for-profit",1512,43,NA,NA,NA,20,100
"1367",1367,"George Mason University","Doctor's degree",-77.30794,38.83088,20805,12905,3011,520,620,530,630,24,28,62,9908,25335,44019,"Virginia","Southeast","Public",21990,52,79,17,1,43,66
"1368",1368,"Hampden-Sydney College","Bachelor's degree",-78.461371,37.242482,2623,1439,293,495,600,510,615,22,27,55,37352,51577,51577,"Virginia","Southeast","Private not-for-profit",1070,0,NA,NA,NA,60,100
"1369",1369,"Hampton University","Doctor's degree",-76.337647,37.022084,15337,5529,1004,460,550,460,540,18,23,36,20724,33854,33854,"Virginia","Southeast","Private not-for-profit",3742,64,NA,NA,NA,50,90
"1370",1370,"Hollins University","Master's degree",-79.942196,37.354629,824,571,148,500,640,470,580,21,27,69,33320,48180,48180,"Virginia","Southeast","Private not-for-profit",580,99,NA,NA,NA,56,100
"1371",1371,"James Madison University","Doctor's degree",-78.871663,38.435332,22648,14394,4325,520,620,530,630,23,27,64,9176,22740,37218,"Virginia","Southeast","Public",18431,59,NA,NA,NA,65,60
"1372",1372,"Liberty University","Doctor's degree",-79.179688,37.350345,48054,10405,4690,460,570,440,570,19,26,22,20768,33544,33544,"Virginia","Southeast","Private not-for-profit",47464,59,NA,NA,NA,27,95
"1373",1373,"Longwood University","Master's degree",-78.395789,37.301073,4055,3299,1111,460,550,460,540,19,23,81,11340,23724,36594,"Virginia","Southeast","Public",4497,66,96,3,1,42,69
"1374",1374,"Lynchburg College","Doctor's degree",-79.184153,37.397678,5695,3627,512,450,550,440,560,19,24,64,33565,44695,44695,"Virginia","Southeast","Private not-for-profit",2178,60,66,33,1,46,100
"1375",1375,"Mary Baldwin College","Master's degree",-79.068325,38.154799,3089,2729,218,430,550,400,510,18,25,88,28720,40420,40420,"Virginia","Southeast","Private not-for-profit",1441,94,NA,NA,NA,39,100
"1376",1376,"University of Mary Washington","Master's degree",-77.474392,38.302206,4496,3640,947,510,620,500,590,22,26,81,9720,24076,36946,"Virginia","Southeast","Public",4383,64,89,10,0,66,68
"1377",1377,"Marymount University","Doctor's degree",-77.128799,38.905552,2082,1718,400,470,570,460,560,20,24,83,26430,41160,41160,"Virginia","Southeast","Private not-for-profit",2396,68,NA,NA,NA,44,95
"1378",1378,"Norfolk State University","Doctor's degree",-76.26393,36.848262,3373,2192,829,400,480,400,480,16,20,65,7126,20536,34006,"Virginia","Southeast","Public",6021,64,NA,NA,NA,21,97
"1379",1379,"Old Dominion University","Doctor's degree",-76.309653,36.884919,10201,7833,2943,460,560,470,570,18,23,77,8550,22267,37927,"Virginia","Southeast","Public",19819,54,87,9,1,23,82
"1380",1380,"Radford University","Doctor's degree",-80.549731,37.136914,7774,6088,1986,450,540,450,540,18,22,78,8976,20700,32865,"Virginia","Southeast","Public",8913,56,93,6,0,41,75
"1381",1381,"Randolph-Macon College","Bachelor's degree",-77.472253,37.749654,2997,1909,382,490,590,490,590,21,26,64,34850,47740,47740,"Virginia","Southeast","Private not-for-profit",1315,53,77,22,0,57,100
"1382",1382,"Randolph College","Master's degree",-79.17079,37.437429,1056,881,216,490,610,480,590,21,28,83,32850,46060,46060,"Virginia","Southeast","Private not-for-profit",665,64,NA,NA,NA,46,100
"1383",1383,"University of Richmond","Doctor's degree",-77.538702,37.577625,9825,3061,805,590,690,620,720,28,31,31,45320,57630,57630,"Virginia","Southeast","Private not-for-profit",3215,53,NA,NA,NA,82,63
"1384",1384,"Roanoke College","Bachelor's degree",-80.056433,37.29686,4167,3034,542,490,600,490,590,21,26,73,36597,51371,51371,"Virginia","Southeast","Private not-for-profit",2029,59,48,50,2,58,100
"1385",1385,"Shenandoah University","Doctor's degree",-78.158376,39.166058,1833,1550,459,440,550,450,570,19,26,85,29934,43598,43598,"Virginia","Southeast","Private not-for-profit",2150,61,51,45,4,34,100
"1386",1386,"Southern Virginia University","Bachelor's degree",-79.350296,37.740669,763,762,226,460,570,458,560,17,26,100,18900,30300,30300,"Virginia","Southeast","Private not-for-profit",662,53,NA,NA,NA,28,100
"1387",1387,"Sweet Briar College","Master's degree",-79.079735,37.556317,905,763,197,480,620,458,590,21,27,84,33605,49105,49105,"Virginia","Southeast","Private not-for-profit",703,98,39,58,0,54,100
